OrderID,CustomerName,City,Country,FreightType,BookingType,Revenue,TotalLoads,DeliveryStatus,OnTimeDelivery,DriverName,TruckID,OrderDate,DeliveryDate,TransitDays,Month
ORD-10290,Apex Logistics,New York,USA,Sea Freight,Express,24369.47,6,Delivered,True,Ibrahim Brown,TRK-807,2025-05-22,2025-06-12,21,2025-05
ORD-10959,Prime Imports,Johannesburg,South Africa,Road Freight,Standard,5697.34,6,Delivered,True,James Ojo,TRK-449,2025-04-01,2025-04-11,10,2025-04
ORD-10332,Blue Retail,New York,USA,Road Freight,Bulk Contract,4716.88,8,Delivered,False,Ibrahim Brown,TRK-401,2025-07-16,2025-07-24,8,2025-07
ORD-10210,Apex Industries,Accra,Ghana,Rail Freight,Express,19212.62,15,Delivered,True,Joseph Ali,TRK-923,2025-11-12,2025-11-18,6,2025-11
ORD-10342,Elite Supplies,Mumbai,India,Road Freight,Standard,3800.17,10,Delayed,False,Victor Mensah,TRK-525,2025-06-12,2025-06-25,13,2025-06
ORD-10060,Titan Exports,Nairobi,Kenya,Sea Freight,Standard,27537.22,4,Delivered,True,Daniel Okafor,TRK-993,2025-03-06,2025-03-24,18,2025-03
ORD-10344,Metro Holdings,New York,USA,Sea Freight,Standard,26976.72,9,Delivered,False,David Ali,TRK-362,2025-11-15,2025-12-02,17,2025-11
ORD-10890,Elite Partners,Nairobi,Kenya,Air Freight,Standard,27421.05,7,Delivered,True,James Khan,TRK-274,2025-12-28,2026-01-02,5,2025-12
ORD-10711,Titan Holdings,Lagos,Nigeria,Road Freight,Standard,5343.09,4,Delayed,False,Joseph Mensah,TRK-525,2025-08-22,2025-09-05,14,2025-08
ORD-10467,Metro Partners,Dubai,UAE,Rail Freight,Express,13540.05,5,Delivered,True,Ibrahim Ade,TRK-955,2025-09-04,2025-09-08,4,2025-09
ORD-10423,Metro Exports,New York,USA,Sea Freight,Express,24024.18,17,Delayed,False,Victor Cole,TRK-553,2025-03-27,2025-05-06,40,2025-03
ORD-10259,Prime Imports,Johannesburg,South Africa,Rail Freight,Standard,12347.66,11,Delayed,False,Samuel Cole,TRK-211,2025-06-17,2025-07-02,15,2025-06
ORD-10780,Elite Imports,Toronto,Canada,Sea Freight,Standard,21850.43,5,Delivered,True,James Okafor,TRK-412,2025-08-28,2025-09-23,26,2025-08
ORD-10405,Elite Retail,Cairo,Egypt,Road Freight,Standard,5663.63,6,Delayed,False,Ibrahim Khan,TRK-973,2025-11-10,2025-11-26,16,2025-11
ORD-10788,Blue Partners,London,UK,Sea Freight,Standard,10694.08,12,Delivered,True,Ibrahim Brown,TRK-406,2025-09-07,2025-09-17,10,2025-09
ORD-10767,Apex Partners,Johannesburg,South Africa,Air Freight,Bulk Contract,7834.91,1,Delayed,False,David Musa,TRK-957,2025-04-05,2025-04-17,12,2025-04
ORD-10483,Nova Supplies,Hamburg,Germany,Road Freight,Standard,4782.49,15,Delivered,True,Joseph Ali,TRK-435,2025-08-16,2025-08-20,4,2025-08
ORD-10530,Prime Partners,Dubai,UAE,Road Freight,Standard,7389.06,1,Delivered,True,Daniel Khan,TRK-185,2025-07-21,2025-07-30,9,2025-07
ORD-10810,Swift Retail,São Paulo,Brazil,Sea Freight,Standard,22792.89,2,Delivered,True,John Smith,TRK-266,2026-02-22,2026-03-09,15,2026-02
ORD-10999,Blue Logistics,São Paulo,Brazil,Rail Freight,Standard,11429.27,5,Delivered,True,Joseph Smith,TRK-436,2026-01-18,2026-01-23,5,2026-01
ORD-10966,Elite Industries,Toronto,Canada,Sea Freight,Express,18742.83,7,Delivered,True,Michael Musa,TRK-776,2025-06-11,2025-06-20,9,2025-06
ORD-10110,Global Holdings,London,UK,Road Freight,Standard,10166.39,1,Delayed,False,John Ojo,TRK-179,2026-02-17,2026-02-26,9,2026-02
ORD-10995,Vision Industries,Port Harcourt,Nigeria,Sea Freight,Standard,27602.87,11,Delivered,True,James Musa,TRK-878,2025-01-27,2025-02-10,14,2025-01
ORD-10558,Swift Supplies,Hamburg,Germany,Sea Freight,Standard,38823.91,7,Delivered,True,Michael Mensah,TRK-615,2025-05-25,2025-06-15,21,2025-05
ORD-10793,Prime Retail,Accra,Ghana,Sea Freight,Express,23235.09,6,Delivered,True,Michael Ali,TRK-303,2025-03-20,2025-04-19,30,2025-03
ORD-10936,Blue Supplies,Abuja,Nigeria,Sea Freight,Standard,19843.76,11,In Transit,False,Peter Mensah,TRK-136,2025-04-29,2025-05-18,19,2025-04
ORD-10919,Apex Holdings,Nairobi,Kenya,Rail Freight,Bulk Contract,11883.7,7,Delivered,False,David Ade,TRK-726,2025-05-02,2025-05-08,6,2025-05
ORD-10942,Nova Logistics,Mumbai,India,Sea Freight,Standard,21815.16,9,Delivered,True,David Smith,TRK-682,2025-11-12,2025-11-30,18,2025-11
ORD-10319,Vision Holdings,Johannesburg,South Africa,Air Freight,Standard,5775.1,2,In Transit,False,Samuel Okafor,TRK-235,2025-05-20,2025-05-24,4,2025-05
ORD-10516,Apex Industries,Hamburg,Germany,Road Freight,Standard,6718.6,10,Delayed,False,David Cole,TRK-658,2025-08-07,2025-08-22,15,2025-08
ORD-10449,Apex Holdings,São Paulo,Brazil,Rail Freight,Standard,16222.78,4,Delivered,False,John Cole,TRK-852,2025-12-19,2025-12-29,10,2025-12
ORD-10783,Elite Logistics,Nairobi,Kenya,Rail Freight,Express,12234.47,10,Delivered,True,Joseph Ojo,TRK-272,2025-12-26,2026-01-05,10,2025-12
ORD-10593,Prime Industries,Port Harcourt,Nigeria,Sea Freight,Standard,15122.59,7,Delivered,True,Victor Ali,TRK-586,2026-03-18,2026-04-15,28,2026-03
ORD-10909,Titan Logistics,Toronto,Canada,Rail Freight,Standard,11261.04,4,Delayed,False,Daniel Cole,TRK-804,2025-11-24,2025-12-15,21,2025-11
ORD-10743,Global Retail,Abuja,Nigeria,Sea Freight,Standard,12071.44,1,Delivered,True,John Cole,TRK-908,2025-09-02,2025-09-27,25,2025-09
ORD-10137,Apex Exports,Dubai,UAE,Road Freight,Standard,4233.28,9,Delayed,False,Victor Smith,TRK-428,2025-05-17,2025-05-27,10,2025-05
ORD-10799,Prime Supplies,Mumbai,India,Sea Freight,Express,9630.77,5,Delivered,True,Samuel Cole,TRK-223,2025-07-10,2025-07-24,14,2025-07
ORD-10933,Blue Retail,Lagos,Nigeria,Air Freight,Standard,11581.37,12,Delivered,True,Samuel Cole,TRK-507,2025-01-23,2025-01-26,3,2025-01
ORD-10822,Prime Imports,Nairobi,Kenya,Sea Freight,Express,14563.25,9,Delivered,True,Peter Ade,TRK-308,2025-10-23,2025-11-23,31,2025-10
ORD-10765,Vision Imports,Shanghai,China,Road Freight,Standard,6253.6,1,Delivered,True,John Cole,TRK-686,2025-07-08,2025-07-10,2,2025-07
ORD-10261,Metro Exports,Abuja,Nigeria,Air Freight,Bulk Contract,7343.44,10,Delivered,True,David Khan,TRK-464,2025-12-27,2026-01-01,5,2025-12
ORD-10567,Titan Logistics,Abuja,Nigeria,Road Freight,Standard,5560.52,11,Delivered,True,David Brown,TRK-605,2025-09-24,2025-09-28,4,2025-09
ORD-10832,Vision Logistics,São Paulo,Brazil,Air Freight,Standard,12242.49,7,In Transit,False,John Brown,TRK-195,2025-10-17,2025-10-18,1,2025-10
ORD-10333,Metro Imports,Dubai,UAE,Road Freight,Standard,5541.04,14,Delivered,True,Michael Khan,TRK-739,2026-01-19,2026-01-29,10,2026-01
ORD-10536,Prime Industries,Toronto,Canada,Road Freight,Standard,6138.28,2,Delayed,False,Peter Ojo,TRK-597,2025-09-15,2025-10-02,17,2025-09
ORD-10351,Metro Logistics,Port Harcourt,Nigeria,Road Freight,Express,4732.18,2,Delayed,False,Victor Musa,TRK-244,2025-06-01,2025-06-16,15,2025-06
ORD-10785,Prime Retail,Cairo,Egypt,Air Freight,Same Day,10985.66,2,Delivered,False,James Ojo,TRK-400,2025-12-14,2025-12-16,2,2025-12
ORD-10451,Global Imports,São Paulo,Brazil,Air Freight,Same Day,9071.86,13,Delivered,True,James Ojo,TRK-507,2025-07-22,2025-07-23,1,2025-07
ORD-10078,Global Exports,Lagos,Nigeria,Air Freight,Same Day,13664.44,9,Delivered,True,Ibrahim Mensah,TRK-176,2025-02-21,2025-02-25,4,2025-02
ORD-10029,Blue Supplies,Port Harcourt,Nigeria,Sea Freight,Standard,24318.84,11,Delivered,False,Peter Musa,TRK-995,2026-02-12,2026-02-23,11,2026-02
ORD-10712,Global Imports,Nairobi,Kenya,Air Freight,Express,6387.98,1,Delivered,True,Samuel Smith,TRK-743,2025-07-16,2025-07-17,1,2025-07
ORD-10277,Titan Supplies,Toronto,Canada,Road Freight,Express,6607.68,6,Delivered,True,John Ade,TRK-495,2025-01-06,2025-01-11,5,2025-01
ORD-10657,Metro Logistics,Shanghai,China,Road Freight,Standard,6018.63,2,Delivered,True,Daniel Smith,TRK-761,2025-11-16,2025-11-24,8,2025-11
ORD-10306,Swift Industries,Hamburg,Germany,Road Freight,Same Day,6503.94,3,Delivered,True,John Ade,TRK-562,2026-03-18,2026-03-22,4,2026-03
ORD-10165,Titan Retail,Accra,Ghana,Road Freight,Express,5977.96,4,Delivered,False,David Cole,TRK-792,2025-09-03,2025-09-07,4,2025-09
ORD-10816,Blue Supplies,Accra,Ghana,Sea Freight,Bulk Contract,17495.15,12,Delivered,True,James Brown,TRK-178,2026-01-02,2026-01-15,13,2026-01
ORD-10178,Nova Partners,Nairobi,Kenya,Road Freight,Standard,5966.68,6,Delivered,True,David Musa,TRK-556,2025-09-24,2025-10-03,9,2025-09
ORD-10485,Titan Holdings,Accra,Ghana,Sea Freight,Express,22896.73,5,Delivered,True,Peter Okafor,TRK-696,2025-12-15,2026-01-02,18,2025-12
ORD-10065,Nova Imports,Lagos,Nigeria,Sea Freight,Express,11145.36,8,Delivered,True,Ibrahim Okafor,TRK-657,2025-08-21,2025-08-30,9,2025-08
ORD-10141,Global Exports,Dubai,UAE,Road Freight,Express,8854.83,3,Delivered,True,Daniel Musa,TRK-496,2025-07-23,2025-07-27,4,2025-07
ORD-10436,Elite Retail,Toronto,Canada,Road Freight,Standard,3517.23,5,Delivered,True,Victor Ojo,TRK-737,2025-06-19,2025-06-24,5,2025-06
ORD-10522,Vision Partners,Dubai,UAE,Road Freight,Express,5689.27,11,Delivered,True,Samuel Mensah,TRK-786,2025-04-10,2025-04-12,2,2025-04
ORD-10844,Nova Logistics,Accra,Ghana,Sea Freight,Standard,23983.02,6,In Transit,False,Joseph Ali,TRK-163,2025-03-16,2025-04-15,30,2025-03
ORD-10404,Apex Holdings,Accra,Ghana,Road Freight,Express,8260.36,4,Delivered,True,Michael Smith,TRK-181,2025-04-07,2025-04-12,5,2025-04
ORD-10679,Global Industries,Lagos,Nigeria,Road Freight,Express,3337.96,8,Delivered,True,Victor Khan,TRK-174,2025-05-09,2025-05-13,4,2025-05
ORD-10265,Metro Imports,Port Harcourt,Nigeria,Rail Freight,Standard,14235.07,1,Delivered,True,Samuel Smith,TRK-386,2025-09-12,2025-09-17,5,2025-09
ORD-10879,Prime Retail,São Paulo,Brazil,Road Freight,Standard,8902.1,13,Delayed,False,Peter Cole,TRK-910,2025-01-23,2025-01-28,5,2025-01
ORD-10292,Prime Imports,Nairobi,Kenya,Air Freight,Same Day,9454.67,8,Delivered,True,Daniel Khan,TRK-943,2026-02-27,2026-03-02,3,2026-02
ORD-10221,Prime Supplies,Hamburg,Germany,Road Freight,Standard,2278.6,7,Delivered,True,Victor Mensah,TRK-474,2025-01-03,2025-01-08,5,2025-01
ORD-10827,Elite Exports,Mumbai,India,Road Freight,Standard,6609.27,6,Delivered,True,John Ali,TRK-952,2025-01-31,2025-02-12,12,2025-01
ORD-10235,Metro Logistics,Nairobi,Kenya,Sea Freight,Standard,20074.64,1,Delivered,True,John Okafor,TRK-741,2025-10-08,2025-11-05,28,2025-10
ORD-10525,Vision Partners,Mumbai,India,Air Freight,Standard,7436.09,9,Delivered,True,John Ali,TRK-248,2025-07-31,2025-08-02,2,2025-07
ORD-10192,Apex Imports,São Paulo,Brazil,Air Freight,Express,7102.17,8,Delivered,True,Victor Brown,TRK-894,2026-01-22,2026-01-25,3,2026-01
ORD-10321,Vision Supplies,Mumbai,India,Sea Freight,Standard,20182.86,1,Delivered,False,Ibrahim Ojo,TRK-147,2026-03-06,2026-04-08,33,2026-03
ORD-10049,Global Logistics,Abuja,Nigeria,Sea Freight,Express,22035.79,7,Delivered,True,Michael Khan,TRK-959,2025-06-29,2025-07-13,14,2025-06
ORD-10891,Apex Industries,Johannesburg,South Africa,Road Freight,Standard,3291.5,11,Delivered,False,John Mensah,TRK-370,2025-08-22,2025-08-26,4,2025-08
ORD-10002,Prime Industries,Cairo,Egypt,Sea Freight,Standard,20360.93,7,In Transit,False,Peter Cole,TRK-370,2025-06-22,2025-07-05,13,2025-06
ORD-10370,Swift Logistics,Port Harcourt,Nigeria,Sea Freight,Express,9113.88,2,Delivered,True,Ibrahim Musa,TRK-530,2026-02-06,2026-03-02,24,2026-02
ORD-10921,Swift Holdings,Port Harcourt,Nigeria,Rail Freight,Express,10079.46,8,Delivered,True,Victor Khan,TRK-188,2025-05-10,2025-05-20,10,2025-05
ORD-10249,Titan Supplies,Lagos,Nigeria,Air Freight,Same Day,6810.95,2,Delivered,True,John Brown,TRK-926,2026-02-05,2026-02-08,3,2026-02
ORD-10548,Apex Industries,Dubai,UAE,Sea Freight,Express,22550.45,1,In Transit,False,Ibrahim Brown,TRK-112,2025-12-08,2025-12-27,19,2025-12
ORD-10432,Nova Imports,London,UK,Sea Freight,Express,17710.48,6,Delayed,False,Victor Cole,TRK-853,2025-09-04,2025-10-05,31,2025-09
ORD-10938,Apex Exports,Accra,Ghana,Road Freight,Standard,4988.1,7,Delivered,True,Ibrahim Musa,TRK-153,2025-07-15,2025-07-23,8,2025-07
ORD-10507,Titan Partners,Hamburg,Germany,Road Freight,Bulk Contract,9124.73,8,Delivered,True,John Ojo,TRK-252,2025-02-22,2025-02-24,2,2025-02
ORD-10033,Global Supplies,Abuja,Nigeria,Rail Freight,Standard,11747.96,12,Delivered,False,James Mensah,TRK-694,2025-07-24,2025-08-08,15,2025-07
ORD-10204,Prime Industries,Toronto,Canada,Road Freight,Standard,6216.53,10,In Transit,False,Joseph Cole,TRK-709,2025-01-28,2025-01-31,3,2025-01
ORD-10889,Apex Supplies,Hamburg,Germany,Sea Freight,Standard,18994.88,5,Delivered,True,Michael Smith,TRK-607,2025-04-26,2025-05-25,29,2025-04
ORD-10588,Vision Partners,New York,USA,Road Freight,Standard,2952.68,7,Delivered,True,Victor Ali,TRK-532,2025-04-09,2025-04-11,2,2025-04
ORD-10730,Blue Imports,London,UK,Road Freight,Bulk Contract,5750.78,3,Delivered,True,Ibrahim Mensah,TRK-720,2025-02-10,2025-02-18,8,2025-02
ORD-10077,Vision Holdings,Nairobi,Kenya,Rail Freight,Standard,13025.75,5,Delivered,True,Ibrahim Mensah,TRK-607,2026-03-15,2026-04-01,17,2026-03
ORD-10084,Nova Retail,Shanghai,China,Sea Freight,Same Day,20282.28,4,Delayed,False,James Ade,TRK-949,2025-02-24,2025-03-18,22,2025-02
ORD-10305,Swift Exports,Hamburg,Germany,Air Freight,Bulk Contract,10635.91,7,Delivered,True,Michael Brown,TRK-519,2026-03-21,2026-03-25,4,2026-03
ORD-10082,Vision Retail,Port Harcourt,Nigeria,Air Freight,Bulk Contract,11408.44,9,Delivered,False,Daniel Smith,TRK-782,2025-05-04,2025-05-08,4,2025-05
ORD-10448,Blue Imports,Dubai,UAE,Air Freight,Standard,8582.2,8,Delivered,False,Michael Okafor,TRK-281,2026-01-27,2026-01-28,1,2026-01
ORD-10997,Vision Partners,Shanghai,China,Sea Freight,Standard,24460.14,12,Delivered,True,James Okafor,TRK-671,2025-05-23,2025-06-24,32,2025-05
ORD-10751,Prime Supplies,São Paulo,Brazil,Sea Freight,Standard,16272.61,7,Delivered,True,Ibrahim Ade,TRK-264,2025-05-04,2025-05-21,17,2025-05
ORD-10531,Prime Logistics,London,UK,Road Freight,Express,8067.78,1,Delivered,True,Daniel Smith,TRK-265,2025-04-22,2025-04-24,2,2025-04
ORD-10495,Titan Retail,Accra,Ghana,Sea Freight,Standard,23458.68,1,Delivered,True,John Okafor,TRK-718,2026-02-06,2026-02-24,18,2026-02
ORD-10910,Vision Logistics,Nairobi,Kenya,Air Freight,Standard,8671.86,8,Delivered,True,Victor Ojo,TRK-500,2025-03-03,2025-03-08,5,2025-03
ORD-10005,Swift Partners,Nairobi,Kenya,Road Freight,Express,5165.85,6,Delivered,True,Ibrahim Smith,TRK-755,2025-02-06,2025-02-14,8,2025-02
ORD-10490,Blue Retail,London,UK,Sea Freight,Bulk Contract,192504.2,9,Delivered,True,Ibrahim Musa,TRK-690,2025-04-26,2025-05-11,15,2025-04
ORD-10097,Vision Industries,Johannesburg,South Africa,Air Freight,Standard,9432.95,9,Delivered,True,Victor Cole,TRK-211,2025-08-04,2025-08-09,5,2025-08
ORD-10422,Elite Holdings,Toronto,Canada,Sea Freight,Standard,23165.17,9,Delivered,True,David Cole,TRK-466,2025-12-03,2025-12-20,17,2025-12
ORD-10885,Prime Supplies,Accra,Ghana,Sea Freight,Express,22305.22,14,In Transit,False,Michael Ade,TRK-571,2025-10-23,2025-11-21,29,2025-10
ORD-10281,Titan Imports,Johannesburg,South Africa,Sea Freight,Standard,28097.87,6,Delivered,True,David Ade,TRK-502,2026-01-05,2026-02-07,33,2026-01
ORD-10266,Elite Partners,Dubai,UAE,Road Freight,Standard,5881.06,3,Delivered,True,John Okafor,TRK-386,2025-05-06,2025-05-18,12,2025-05
ORD-10442,Blue Holdings,São Paulo,Brazil,Sea Freight,Standard,26773.24,15,Delivered,True,Michael Cole,TRK-256,2025-09-24,2025-10-25,31,2025-09
ORD-10745,Apex Holdings,Johannesburg,South Africa,Sea Freight,Bulk Contract,18136.99,18,In Transit,False,Joseph Ade,TRK-464,2026-02-23,2026-03-12,17,2026-02
ORD-10382,Vision Partners,London,UK,Road Freight,Express,8068.69,5,Delivered,True,Joseph Ade,TRK-593,2025-07-13,2025-07-22,9,2025-07
ORD-10692,Swift Holdings,Mumbai,India,Road Freight,Standard,7335.77,9,Delivered,True,David Okafor,TRK-247,2025-08-22,2025-08-27,5,2025-08
ORD-10893,Prime Supplies,Lagos,Nigeria,Road Freight,Same Day,5443.42,4,Delayed,False,James Brown,TRK-563,2025-09-26,2025-10-09,13,2025-09
ORD-10118,Blue Partners,Dubai,UAE,Air Freight,Bulk Contract,3937.14,8,Delivered,True,Daniel Musa,TRK-635,2026-01-01,2026-01-02,1,2026-01
ORD-10388,Swift Partners,Hamburg,Germany,Air Freight,Standard,7182.16,7,Delivered,True,David Musa,TRK-571,2025-10-04,2025-10-05,1,2025-10
ORD-10250,Metro Logistics,Cairo,Egypt,Sea Freight,Standard,28483.24,15,Delivered,True,Daniel Cole,TRK-270,2025-10-23,2025-11-22,30,2025-10
ORD-10943,Metro Partners,New York,USA,Sea Freight,Standard,16332.78,9,Delivered,True,Victor Khan,TRK-518,2025-08-25,2025-09-04,10,2025-08
ORD-10453,Vision Logistics,Toronto,Canada,Sea Freight,Standard,12481.01,10,Delivered,True,Samuel Ojo,TRK-704,2025-12-23,2026-01-19,27,2025-12
ORD-10009,Vision Retail,Abuja,Nigeria,Air Freight,Standard,6729.94,2,Delivered,True,Victor Ade,TRK-796,2025-11-02,2025-11-03,1,2025-11
ORD-10196,Elite Logistics,Mumbai,India,Sea Freight,Standard,12758.37,15,Delivered,False,David Ade,TRK-882,2025-04-05,2025-05-02,27,2025-04
ORD-10081,Blue Holdings,Accra,Ghana,Rail Freight,Standard,16055.08,4,Delayed,False,Joseph Mensah,TRK-274,2025-05-31,2025-06-14,14,2025-05
ORD-10398,Prime Partners,Shanghai,China,Air Freight,Express,8901.11,10,Delivered,True,Victor Ade,TRK-126,2026-01-16,2026-01-17,1,2026-01
ORD-10501,Blue Industries,Abuja,Nigeria,Sea Freight,Express,22417.41,5,Delivered,True,Samuel Brown,TRK-660,2025-12-12,2026-01-13,32,2025-12
ORD-10634,Vision Retail,Toronto,Canada,Road Freight,Express,4676.05,12,Delivered,True,Michael Khan,TRK-670,2025-04-13,2025-04-14,1,2025-04
ORD-10239,Blue Holdings,Lagos,Nigeria,Road Freight,Bulk Contract,11541.99,12,In Transit,False,David Okafor,TRK-205,2025-08-05,2025-08-09,4,2025-08
ORD-10309,Titan Retail,São Paulo,Brazil,Sea Freight,Standard,25367.06,8,Delivered,True,Daniel Musa,TRK-710,2025-10-29,2025-11-17,19,2025-10
ORD-10211,Metro Imports,Shanghai,China,Sea Freight,Standard,20257.25,11,Delayed,False,Daniel Brown,TRK-281,2026-03-17,2026-04-22,36,2026-03
ORD-10834,Vision Logistics,São Paulo,Brazil,Road Freight,Standard,7513.12,10,Delayed,False,James Mensah,TRK-255,2025-03-18,2025-03-26,8,2025-03
ORD-10380,Titan Imports,Lagos,Nigeria,Road Freight,Standard,4963.85,8,Delivered,False,Joseph Khan,TRK-565,2025-05-26,2025-06-05,10,2025-05
ORD-10601,Swift Holdings,Toronto,Canada,Air Freight,Standard,9305.74,10,Delivered,True,Ibrahim Cole,TRK-329,2025-06-17,2025-06-20,3,2025-06
ORD-10227,Prime Retail,London,UK,Sea Freight,Express,18288.2,4,Delivered,True,Victor Brown,TRK-655,2026-01-31,2026-03-04,32,2026-01
ORD-10873,Nova Supplies,Johannesburg,South Africa,Road Freight,Express,7755.36,10,Delivered,True,Joseph Ali,TRK-798,2025-11-05,2025-11-07,2,2025-11
ORD-10359,Nova Retail,São Paulo,Brazil,Rail Freight,Standard,10727.36,7,Delayed,False,Samuel Ojo,TRK-613,2025-07-07,2025-07-21,14,2025-07
ORD-10813,Metro Supplies,Port Harcourt,Nigeria,Rail Freight,Express,10434.37,13,Delayed,False,Michael Mensah,TRK-591,2025-01-05,2025-01-27,22,2025-01
ORD-10177,Nova Supplies,Nairobi,Kenya,Road Freight,Express,5965.77,3,Delayed,False,John Musa,TRK-617,2025-09-27,2025-10-10,13,2025-09
ORD-10994,Blue Supplies,Accra,Ghana,Rail Freight,Express,9754.81,9,Delivered,True,Joseph Mensah,TRK-246,2025-08-31,2025-09-07,7,2025-08
ORD-10756,Vision Industries,New York,USA,Rail Freight,Standard,94911.2,1,Delivered,True,Samuel Smith,TRK-957,2025-10-30,2025-11-07,8,2025-10
ORD-10493,Titan Retail,London,UK,Road Freight,Standard,8706.12,11,Delivered,True,Samuel Ade,TRK-811,2025-08-29,2025-09-09,11,2025-08
ORD-10334,Elite Industries,Toronto,Canada,Sea Freight,Standard,3443.21,12,Delivered,False,David Brown,TRK-675,2025-12-30,2026-01-29,30,2025-12
ORD-10892,Blue Partners,São Paulo,Brazil,Air Freight,Express,92061.0,2,Delayed,False,David Ade,TRK-938,2025-11-01,2025-11-08,7,2025-11
ORD-10007,Vision Exports,São Paulo,Brazil,Rail Freight,Bulk Contract,5962.79,5,Delivered,True,James Mensah,TRK-352,2025-12-02,2025-12-14,12,2025-12
ORD-10155,Vision Retail,Dubai,UAE,Rail Freight,Standard,11238.12,12,Delivered,True,Victor Ade,TRK-967,2025-01-26,2025-02-04,9,2025-01
ORD-10842,Vision Supplies,Abuja,Nigeria,Sea Freight,Bulk Contract,13746.72,12,Delivered,True,David Mensah,TRK-849,2025-06-28,2025-07-22,24,2025-06
ORD-10750,Prime Retail,Toronto,Canada,Air Freight,Standard,10945.9,5,Delivered,True,Victor Ojo,TRK-272,2026-03-15,2026-03-20,5,2026-03
ORD-10941,Global Retail,Hamburg,Germany,Road Freight,Express,3778.17,5,Delivered,False,James Okafor,TRK-355,2025-07-15,2025-07-21,6,2025-07
ORD-10482,Swift Supplies,Nairobi,Kenya,Road Freight,Express,5838.48,13,Delayed,False,Joseph Ojo,TRK-217,2025-08-11,2025-08-26,15,2025-08
ORD-10846,Titan Exports,Port Harcourt,Nigeria,Air Freight,Standard,11178.24,2,Delivered,False,John Okafor,TRK-538,2025-12-31,2026-01-04,4,2025-12
ORD-10749,Prime Holdings,Abuja,Nigeria,Sea Freight,Bulk Contract,29168.44,10,In Transit,False,Unknown,TRK-299,2025-09-01,2025-10-02,31,2025-09
ORD-10903,Titan Exports,Hamburg,Germany,Sea Freight,Express,23869.89,10,Delivered,True,Ibrahim Musa,TRK-304,2025-06-15,2025-07-17,32,2025-06
ORD-10591,Titan Partners,Abuja,Nigeria,Road Freight,Standard,7652.97,1,Delivered,False,David Khan,TRK-714,2025-12-07,2025-12-18,11,2025-12
ORD-10952,Apex Industries,Mumbai,India,Road Freight,Standard,5806.86,9,Delivered,True,David Brown,TRK-673,2026-01-19,2026-01-22,3,2026-01
ORD-10580,Global Partners,Lagos,Nigeria,Sea Freight,Standard,4504.16,17,Delivered,True,Joseph Ade,TRK-424,2025-08-05,2025-09-02,28,2025-08
ORD-10439,Nova Supplies,São Paulo,Brazil,Road Freight,Standard,5970.44,12,Delivered,False,Samuel Khan,TRK-612,2025-12-30,2026-01-02,3,2025-12
ORD-10542,Swift Exports,Johannesburg,South Africa,Sea Freight,Same Day,24673.55,9,Delivered,True,Samuel Khan,TRK-219,2025-03-24,2025-04-25,32,2025-03
ORD-10723,Nova Exports,Cairo,Egypt,Sea Freight,Express,18299.68,10,In Transit,False,James Okafor,TRK-714,2025-02-22,2025-03-23,29,2025-02
ORD-10677,Metro Supplies,Mumbai,India,Air Freight,Express,7558.72,1,Delivered,True,Joseph Ade,TRK-855,2025-08-04,2025-08-07,3,2025-08
ORD-10478,Vision Partners,Abuja,Nigeria,Road Freight,Bulk Contract,6616.91,9,Delivered,True,Michael Khan,TRK-247,2025-08-22,2025-08-28,6,2025-08
ORD-10228,Blue Retail,Shanghai,China,Road Freight,Express,5807.35,3,Delivered,True,John Ojo,TRK-369,2025-04-22,2025-04-29,7,2025-04
ORD-10974,Blue Supplies,Toronto,Canada,Sea Freight,Express,29882.35,7,Delivered,True,Joseph Cole,TRK-437,2025-08-18,2025-09-09,22,2025-08
ORD-10814,Titan Supplies,Mumbai,India,Road Freight,Standard,6122.14,11,Delivered,True,John Ade,TRK-205,2025-06-19,2025-06-28,9,2025-06
ORD-10212,Titan Holdings,Cairo,Egypt,Rail Freight,Standard,14258.82,13,Delivered,True,Peter Okafor,TRK-677,2025-09-09,2025-09-23,14,2025-09
ORD-10079,Elite Holdings,Dubai,UAE,Road Freight,Standard,3855.65,10,Delivered,True,Peter Ojo,TRK-993,2025-07-23,2025-08-04,12,2025-07
ORD-10148,Titan Imports,Johannesburg,South Africa,Rail Freight,Standard,15148.6,9,In Transit,False,Victor Smith,TRK-228,2025-09-23,2025-10-02,9,2025-09
ORD-10302,Blue Partners,São Paulo,Brazil,Sea Freight,Standard,24894.04,15,Delivered,True,Peter Musa,TRK-407,2025-12-29,2026-01-26,28,2025-12
ORD-10355,Nova Industries,São Paulo,Brazil,Air Freight,Standard,9527.54,7,Delivered,True,Peter Ali,TRK-272,2025-12-04,2025-12-07,3,2025-12
ORD-10429,Nova Logistics,Johannesburg,South Africa,Sea Freight,Bulk Contract,18134.44,10,Delivered,False,Ibrahim Ade,TRK-412,2026-03-21,2026-04-03,13,2026-03
ORD-10519,Vision Exports,Abuja,Nigeria,Air Freight,Standard,9561.13,12,Delivered,False,Michael Mensah,TRK-755,2025-11-30,2025-12-05,5,2025-11
ORD-10362,Global Industries,Lagos,Nigeria,Road Freight,Standard,6307.56,7,Delayed,False,David Musa,TRK-748,2025-07-18,2025-08-01,14,2025-07
ORD-10594,Titan Logistics,New York,USA,Sea Freight,Standard,25850.36,4,Delayed,False,Joseph Ade,TRK-961,2025-03-16,2025-04-11,26,2025-03
